name,id,hp,attack,defense,spAttack,spDefense,speed,bst,type1,type2,abilities,passive,evolution line
Omanyte,138,35,40,100,90,55,35,355,Rock,Water,"Swift Swim, Shell Armor, Weak Armor",Sturdy,"Omanyte, Omastar"
Omastar,139,70,60,125,115,70,55,495,Rock,Water,"Swift Swim, Shell Armor, Weak Armor",Sturdy,"Omanyte, Omastar"
Kabuto,140,30,80,90,55,45,55,355,Rock,Water,"Swift Swim, Battle Armor, Weak Armor",Tough Claws,"Kabuto, Kabutops"
Kabutops,141,60,115,105,65,70,80,495,Rock,Water,"Swift Swim, Battle Armor, Weak Armor",Tough Claws,"Kabuto, Kabutops"
Aerodactyl,142,80,105,65,60,75,130,515,Rock,Flying,"Rock Head, Pressure, Unnerve",Intimidate,"Aerodactyl, Mega Aerodactyl"
Mega Aerodactyl,142,80,135,85,70,95,150,615,Rock,Flying,Tough Claws,Rocky Payload,"Aerodactyl, Mega Aerodactyl"
Snorlax,143,160,110,65,65,110,30,540,Normal,,"Immunity, Thick Fat, Gluttony",Cheek Pouch,"Snorlax, Gigantamax Snorlax, Munchlax"
Gigantamax Snorlax,143,210,130,65,85,120,30,640,Normal,,Harvest,Ripen,"Snorlax, Gigantamax Snorlax, Munchlax"
Articuno,144,90,85,100,95,125,85,580,Ice,Flying,"Pressure, Snow Cloak",Snow Warning,Articuno
Zapdos,145,90,90,85,125,90,100,580,Electric,Flying,"Pressure, Static",Drizzle,Zapdos
Moltres,146,90,100,90,125,85,90,580,Fire,Flying,"Pressure, Flame Body",Drought,Moltres
Dratini,147,41,64,45,50,50,50,300,Dragon,,"Shed Skin, Marvel Scale",Multiscale,"Dratini, Dragonair, Dragonite"
Dragonair,148,61,84,65,70,70,70,420,Dragon,,"Shed Skin, Marvel Scale",Multiscale,"Dratini, Dragonair, Dragonite"
Dragonite,149,91,134,95,100,100,80,600,Dragon,Flying,"Inner Focus, Multiscale",Aerilate,"Dratini, Dragonair, Dragonite"
Mewtwo,150,106,110,90,154,90,130,680,Psychic,,"Pressure, Unnerve",Neuroforce,"Mewtwo, Mega X Mewtwo, Mega Y Mewtwo"
Mega X Mewtwo,150,106,190,100,154,100,130,780,Psychic,Fighting,Steadfast,Neuroforce,"Mewtwo, Mega X Mewtwo, Mega Y Mewtwo"
Mega Y Mewtwo,150,106,150,70,194,120,140,780,Psychic,,Insomnia,Neuroforce,"Mewtwo, Mega X Mewtwo, Mega Y Mewtwo"
Mew,151,100,100,100,100,100,100,600,Psychic,,Synchronize,Protean,Mew
Chikorita,152,45,49,65,49,65,45,318,Grass,,"Overgrow, Leaf Guard",Cute Charm,"Chikorita, Bayleef, Meganium"
Bayleef,153,60,62,80,63,80,60,405,Grass,,"Overgrow, Leaf Guard",Thick Fat,"Chikorita, Bayleef, Meganium"
Meganium,154,80,82,100,83,100,80,525,Grass,,"Overgrow, Leaf Guard",Thick Fat,"Chikorita, Bayleef, Meganium"
Cyndaquil,155,39,52,43,60,50,65,309,Fire,,"Blaze, Flash Fire",White Smoke,"Cyndaquil, Quilava, Typhlosion, Hisui Typhlosion"
Quilava,156,58,64,58,80,65,80,405,Fire,,"Blaze, Flash Fire",Drought,"Cyndaquil, Quilava, Typhlosion, Hisui Typhlosion"
Typhlosion,157,78,84,78,109,85,100,534,Fire,,"Blaze, Flash Fire",Drought,"Cyndaquil, Quilava, Typhlosion, Hisui Typhlosion"
Totodile,158,50,65,64,44,48,43,314,Water,,"Torrent, Sheer Force",Strong Jaw,"Totodile, Croconaw, Feraligatr"
Croconaw,159,65,80,80,59,63,58,405,Water,,"Torrent, Sheer Force",Strong Jaw,"Totodile, Croconaw, Feraligatr"
Feraligatr,160,85,105,100,79,83,78,530,Water,,"Torrent, Sheer Force",Strong Jaw,"Totodile, Croconaw, Feraligatr"
Sentret,161,35,46,34,35,45,20,215,Normal,,"Run Away, Keen Eye, Frisk",Pickup,"Sentret, Furret"
Furret,162,85,76,64,45,55,90,415,Normal,,"Run Away, Keen Eye, Frisk",Pickup,"Sentret, Furret"
Hoothoot,163,60,30,30,36,56,50,262,Normal,Flying,"Insomnia, Keen Eye, Tinted Lens",Aerilate,"Hoothoot, Noctowl"
Noctowl,164,100,50,50,86,96,70,452,Normal,Flying,"Insomnia, Keen Eye, Tinted Lens",Aerilate,"Hoothoot, Noctowl"
Ledyba,165,40,20,30,40,80,55,265,Bug,Flying,"Swarm, Early Bird, Rattled",Prankster,"Ledyba, Ledian"
Ledian,166,55,35,50,55,110,85,390,Bug,Flying,"Swarm, Early Bird, Iron Fist",Prankster,"Ledyba, Ledian"
Spinarak,167,40,60,40,40,40,30,250,Bug,Poison,"Swarm, Insomnia, Sniper",Prankster,"Spinarak, Ariados"
Ariados,168,70,90,70,60,70,40,400,Bug,Poison,"Swarm, Insomnia, Sniper",Prankster,"Spinarak, Ariados"
Crobat,169,85,90,80,70,80,130,535,Poison,Flying,"Inner Focus, Infiltrator",Intimidate,"Zubat, Golbat, Crobat"
Chinchou,170,75,38,38,56,56,67,330,Water,Electric,"Volt Absorb, Illuminate, Water Absorb",Regenerator,"Chinchou, Lanturn"
Lanturn,171,125,58,58,76,76,67,460,Water,Electric,"Volt Absorb, Illuminate, Water Absorb",Regenerator,"Chinchou, Lanturn"
Pichu,172,20,40,15,35,35,60,205,Electric,,"Static, Lightning Rod",Electric Surge,"Pikachu, Partner Pikachu, Cosplay Pikachu, Cool Cosplay Pikachu, Beauty Cosplay Pikachu, Cute Cosplay Pikachu, Smart Cosplay Pikachu, Tough Cosplay Pikachu, Gigantamax Pikachu, Raichu, Pichu, Spiky Pichu, Alola Raichu"
Spiky Pichu,172,20,40,15,35,35,60,205,Electric,,"Static, Lightning Rod",Sturdy,"Pikachu, Partner Pikachu, Cosplay Pikachu, Cool Cosplay Pikachu, Beauty Cosplay Pikachu, Cute Cosplay Pikachu, Smart Cosplay Pikachu, Tough Cosplay Pikachu, Gigantamax Pikachu, Raichu, Pichu, Spiky Pichu, Alola Raichu"
Cleffa,173,50,25,28,45,55,15,218,Fairy,,"Cute Charm, Magic Guard, Friend Guard",Prankster,"Clefairy, Clefable, Cleffa"
Igglybuff,174,90,30,15,40,20,15,210,Normal,Fairy,"Cute Charm, Competitive, Friend Guard",Huge Power,"Jigglypuff, Wigglytuff, Igglybuff"
Togepi,175,35,20,65,40,65,20,245,Fairy,,"Hustle, Serene Grace, Super Luck",Pixilate,"Togepi, Togetic, Togekiss"
Togetic,176,55,40,85,80,105,40,405,Fairy,Flying,"Hustle, Serene Grace, Super Luck",Pixilate,"Togepi, Togetic, Togekiss"
Natu,177,40,50,45,70,45,70,320,Psychic,Flying,"Synchronize, Early Bird, Magic Bounce",Tinted Lens,"Natu, Xatu"
Xatu,178,65,75,70,95,70,95,470,Psychic,Flying,"Synchronize, Early Bird, Magic Bounce",Sheer Force,"Natu, Xatu"
Mareep,179,55,40,40,65,45,35,280,Electric,,"Static, Plus",Electromorphosis,"Mareep, Flaaffy, Ampharos, Mega Ampharos"
Flaaffy,180,70,55,55,80,60,45,365,Electric,,"Static, Plus",Electromorphosis,"Mareep, Flaaffy, Ampharos, Mega Ampharos"
Ampharos,181,90,75,85,115,90,55,510,Electric,,"Static, Plus",Electromorphosis,"Mareep, Flaaffy, Ampharos, Mega Ampharos"
Mega Ampharos,181,90,95,105,165,110,45,610,Electric,Dragon,Mold Breaker,Fluffy,"Mareep, Flaaffy, Ampharos, Mega Ampharos"
Bellossom,182,75,80,95,90,100,50,490,Grass,,"Chlorophyll, Healer",Triage,"Oddish, Gloom, Vileplume, Bellossom"
Marill,183,70,20,50,20,50,40,250,Water,Fairy,"Thick Fat, Huge Power, Sap Sipper",Misty Surge,"Marill, Azumarill, Azurill"
Azumarill,184,100,50,80,60,80,50,420,Water,Fairy,"Thick Fat, Huge Power, Sap Sipper",Misty Surge,"Marill, Azumarill, Azurill"
Sudowoodo,185,70,100,115,30,65,30,410,Rock,,"Sturdy, Rock Head, Rattled",Sap Sipper,"Sudowoodo, Bonsly"
Politoed,186,90,75,75,90,100,70,500,Water,,"Water Absorb, Damp, Drizzle",No Guard,"Poliwag, Poliwhirl, Poliwrath, Politoed"
Hoppip,187,35,35,40,35,55,50,250,Grass,Flying,"Chlorophyll, Leaf Guard, Infiltrator",Wind Rider,"Hoppip, Skiploom, Jumpluff"
Skiploom,188,55,45,50,45,65,80,340,Grass,Flying,"Chlorophyll, Leaf Guard, Infiltrator",Wind Rider,"Hoppip, Skiploom, Jumpluff"
Jumpluff,189,75,55,70,55,95,110,460,Grass,Flying,"Chlorophyll, Leaf Guard, Infiltrator",Fluffy,"Hoppip, Skiploom, Jumpluff"
Aipom,190,55,70,55,40,55,85,360,Normal,,"Run Away, Pickup, Skill Link",Scrappy,"Aipom, Ambipom"
Sunkern,191,30,30,30,30,30,30,180,Grass,,"Chlorophyll, Solar Power, Early Bird",Drought,"Sunkern, Sunflora"
Sunflora,192,75,75,55,105,85,30,425,Grass,,"Chlorophyll, Solar Power, Early Bird",Drought,"Sunkern, Sunflora"
Yanma,193,65,65,45,75,45,95,390,Bug,Flying,"Speed Boost, Compound Eyes, Frisk",Technician,"Yanma, Yanmega"
Wooper,194,55,45,45,25,25,15,210,Water,Ground,"Damp, Water Absorb, Unaware",Water Veil,"Wooper, Quagsire"
Quagsire,195,95,85,85,65,65,35,430,Water,Ground,"Damp, Water Absorb, Unaware",Comatose,"Wooper, Quagsire"
Espeon,196,65,65,60,130,95,110,525,Psychic,,"Synchronize, Magic Bounce",Magician,"Eevee, Partner Eevee, Gigantamax Eevee, Vaporeon, Jolteon, Flareon, Espeon, Umbreon, Leafeon, Glaceon, Sylveon"
Umbreon,197,95,65,110,60,130,65,525,Dark,,"Synchronize, Inner Focus",Toxic Chain,"Eevee, Partner Eevee, Gigantamax Eevee, Vaporeon, Jolteon, Flareon, Espeon, Umbreon, Leafeon, Glaceon, Sylveon"
Murkrow,198,60,85,42,85,42,91,405,Dark,Flying,"Insomnia, Super Luck, Prankster",Unnerve,"Murkrow, Honchkrow"
Slowking,199,95,75,80,100,110,30,490,Water,Psychic,"Oblivious, Own Tempo, Regenerator",Unaware,"Slowpoke, Slowbro, Mega Slowbro, Slowking"
Misdreavus,200,60,60,60,85,85,85,435,Ghost,,Levitate,Beads Of Ruin,"Misdreavus, Mismagius"
A Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Adaptability,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
B Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Beast Boost,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
C Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Contrary,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
D Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Dazzling,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
E Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Emergency Exit,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
F Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Friend Guard,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
G Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Good As Gold,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
H Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Honey Gather,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
I Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Imposter,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
J Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Justified,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
K Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Klutz,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
L Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Libero,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
M Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Moody,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
N Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Neutralizing Gas,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
O Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Opportunist,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
P Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Pickup,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
Q Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Quick Draw,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
R Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Run Away,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
S Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Simple,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
T Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Trace,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
U Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Unnerve,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
V Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Victory Star,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
W Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Wandering Spirit,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
X Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Fairy Aura,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
Y Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Dark Aura,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
Z Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Aura Break,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
Exclamation Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Pure Power,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
Question Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Unaware,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown"
Wobbuffet,202,190,33,58,33,58,33,405,Psychic,,"Shadow Tag, Telepathy",Sturdy,"Wobbuffet, Wynaut"
Girafarig,203,70,80,65,90,65,85,455,Normal,Psychic,"Inner Focus, Early Bird, Sap Sipper",Parental Bond,"Girafarig, Farigiraf"
Pineco,204,50,65,90,35,35,15,290,Bug,,"Sturdy, Overcoat",Rough Skin,"Pineco, Forretress"
Forretress,205,75,90,140,60,60,40,465,Bug,Steel,"Sturdy, Overcoat",Iron Barbs,"Pineco, Forretress"
Dunsparce,206,100,70,70,65,65,45,415,Normal,,"Serene Grace, Run Away, Rattled",Unaware,"Dunsparce, Two Segment Dudunsparce, Three Segment Dudunsparce"
Gligar,207,65,75,105,35,65,85,430,Ground,Flying,"Hyper Cutter, Sand Veil, Immunity",Poison Touch,"Gligar, Gliscor"
Steelix,208,75,85,200,55,65,30,510,Steel,Ground,"Rock Head, Sturdy, Sheer Force",Rocky Payload,"Onix, Steelix, Mega Steelix"
Mega Steelix,208,75,125,230,55,95,30,610,Steel,Ground,Sand Force,Sand Spit,"Onix, Steelix, Mega Steelix"
Snubbull,209,60,80,50,40,40,30,300,Fairy,,"Intimidate, Run Away, Rattled",Pixilate,"Snubbull, Granbull"
Granbull,210,90,120,75,60,60,45,450,Fairy,,"Intimidate, Quick Feet, Rattled",Pixilate,"Snubbull, Granbull"
Qwilfish,211,65,95,85,55,55,85,440,Water,Poison,"Poison Point, Swift Swim, Intimidate",Toxic Debris,Qwilfish
Scizor,212,70,130,100,55,80,65,500,Bug,Steel,"Swarm, Technician, Light Metal",Tough Claws,"Scyther, Scizor, Mega Scizor, Kleavor"
Mega Scizor,212,70,150,140,65,100,75,600,Bug,Steel,Technician,Tough Claws,"Scyther, Scizor, Mega Scizor, Kleavor"
Shuckle,213,20,10,230,10,230,5,505,Bug,Rock,"Sturdy, Gluttony, Contrary",Harvest,Shuckle
Heracross,214,80,125,75,40,95,85,500,Bug,Fighting,"Swarm, Guts, Moxie",Technician,"Heracross, Mega Heracross"
Mega Heracross,214,80,185,115,40,105,75,600,Bug,Fighting,Skill Link,Technician,"Heracross, Mega Heracross"
Sneasel,215,55,95,55,35,75,115,430,Dark,Ice,"Inner Focus, Keen Eye, Pickpocket",Tough Claws,"Sneasel, Weavile"
Teddiursa,216,60,80,50,50,50,40,330,Normal,,"Pickup, Quick Feet, Honey Gather",Run Away,"Teddiursa, Ursaring, Ursaluna"
Ursaring,217,90,130,75,75,75,55,500,Normal,,"Guts, Quick Feet, Unnerve",Thick Fat,"Teddiursa, Ursaring, Ursaluna"
Slugma,218,40,40,40,70,40,20,250,Fire,,"Magma Armor, Flame Body, Weak Armor",Drought,"Slugma, Magcargo"
Magcargo,219,60,50,120,90,80,30,430,Fire,Rock,"Magma Armor, Flame Body, Weak Armor",Desolate Land,"Slugma, Magcargo"
Swinub,220,50,50,40,30,30,50,250,Ice,Ground,"Oblivious, Snow Cloak, Thick Fat",Unaware,"Swinub, Piloswine, Mamoswine"
Piloswine,221,100,100,80,60,60,50,450,Ice,Ground,"Oblivious, Snow Cloak, Thick Fat",Unaware,"Swinub, Piloswine, Mamoswine"
Corsola,222,65,55,95,65,95,35,410,Water,Rock,"Hustle, Natural Cure, Regenerator",Storm Drain,Corsola
Remoraid,223,35,65,35,65,35,65,300,Water,,"Hustle, Sniper, Moody",Simple,"Remoraid, Octillery"
Octillery,224,75,105,75,105,75,45,480,Water,,"Suction Cups, Sniper, Moody",Simple,"Remoraid, Octillery"
Delibird,225,45,55,45,65,45,75,330,Ice,Flying,"Vital Spirit, Hustle, Insomnia",Huge Power,Delibird
Mantine,226,85,40,70,80,140,70,485,Water,Flying,"Swift Swim, Water Absorb, Water Veil",Unaware,"Mantine, Mantyke"
Skarmory,227,65,80,140,40,70,70,465,Steel,Flying,"Keen Eye, Sturdy, Weak Armor",Tough Claws,Skarmory
Houndour,228,45,60,30,80,50,65,330,Dark,Fire,"Early Bird, Flash Fire, Unnerve",Ball Fetch,"Houndour, Houndoom, Mega Houndoom"
Houndoom,229,75,90,50,110,80,95,500,Dark,Fire,"Early Bird, Flash Fire, Unnerve",Lightning Rod,"Houndour, Houndoom, Mega Houndoom"
Mega Houndoom,229,75,90,90,140,90,115,600,Dark,Fire,Solar Power,Lightning Rod,"Houndour, Houndoom, Mega Houndoom"
Kingdra,230,75,95,95,95,95,85,540,Water,Dragon,"Swift Swim, Sniper, Damp",Multiscale,"Horsea, Seadra, Kingdra"
Phanpy,231,90,60,60,40,40,40,330,Ground,,"Pickup, Sand Veil",Sturdy,"Phanpy, Donphan"
Donphan,232,90,120,120,60,60,50,500,Ground,,"Sturdy, Sand Veil",Speed Boost,"Phanpy, Donphan"
Porygon2,233,85,80,90,105,95,60,515,Normal,,"Trace, Download, Analytic",Transistor,"Porygon, Porygon2, Porygon Z"
Stantler,234,73,95,62,85,65,85,465,Normal,,"Intimidate, Frisk, Sap Sipper",Speed Boost,"Stantler, Wyrdeer"
Smeargle,235,55,20,35,20,45,75,250,Normal,,"Own Tempo, Technician, Moody",Prankster,Smeargle
Tyrogue,236,35,35,35,35,35,35,210,Fighting,,"Guts, Steadfast, Vital Spirit",Defiant,"Hitmonlee, Hitmonchan, Tyrogue, Hitmontop"
Hitmontop,237,50,95,95,35,110,70,455,Fighting,,"Intimidate, Technician, Steadfast",Speed Boost,"Hitmonlee, Hitmonchan, Tyrogue, Hitmontop"
Smoochum,238,45,30,15,85,65,65,305,Ice,Psychic,"Oblivious, Forewarn, Hydration",Psychic Surge,"Jynx, Smoochum"
Elekid,239,45,63,37,65,55,95,360,Electric,,"Static, Vital Spirit",Sheer Force,"Electabuzz, Elekid, Electivire"
Magby,240,45,75,37,70,55,83,365,Fire,,"Flame Body, Vital Spirit",Sheer Force,"Magmar, Magby, Magmortar"
Miltank,241,95,80,105,40,70,100,490,Normal,,"Thick Fat, Scrappy, Sap Sipper",Stamina,Miltank
